whsturn:whsturn - rdf:about,whsturn:whsturn - dc:type,whsturn:whsturn - dc:title,whsturn:whsturn - rdfs:seeAlso - rdf:resource,whsturn:whsturn - collex:genre,whsturn:whsturn - collex:archive,whsturn:whsturn - collex:federation,whsturn:whsturn - collex:discipline,whsturn:whsturn - role:PBL,whsturn:whsturn - dc:date,whsturn:whsturn - dc:date - collex:date - rdf:value,whsturn:whsturn - dc:date - collex:date - rdfs:label,whsturn:whsturn - role:CRE,whsturn:whsturn - dc:language,whsturn:whsturn - dc:subject
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54818,Manuscript,Dr. C. M. Kingsbury,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54818,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54819,Manuscript,Dr. Neilson D. Squires,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54819,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54820,Manuscript,Dr. Neilson D. Squires,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54820,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54821,Manuscript,Dr. John Brickwell,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54821,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54822,Manuscript,Dr. John Brickwell,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54822,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54823,Manuscript,Dr. Michael Reynolds,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54823,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54824,Manuscript,Dr. Michael Reynolds,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54824,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54825,Manuscript,Dr. C. H. Moore,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54825,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54826,Manuscript,Dr. C. H. Moore,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54826,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54827,Manuscript,C. Petsborn,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54827,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54828,Manuscript,C. Petsborn,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54828,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54829,Manuscript,Samuel Berrey,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54829,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54830,Manuscript,Samuel Berrey,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54830,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54831,Manuscript,L. A. Bliss,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54831,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54832,Manuscript,L. A. Bliss,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54832,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54833,Manuscript,Freeman Goff,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54833,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54834,Manuscript,Freeman Goff,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54834,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54835,Manuscript,Lafayette Blood,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54835,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54836,Manuscript,Lafayette Blood,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54836,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54837,Manuscript,Patrick Kearney,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54837,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54838,Manuscript,Patrick Kearney,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54838,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54839,Manuscript,Nathan Hubbard,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54839,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54840,Manuscript,Nathan Hubbard,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54840,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54841,Manuscript,William Starling,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54841,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54842,Manuscript,William Starling,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54842,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54843,Manuscript,Thomas Welch,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54843,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54844,Manuscript,Thomas Welch,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54844,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54845,Manuscript,John Waltz,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54845,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54846,Manuscript,John Waltz,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54846,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54847,Manuscript,Patrick Hayas,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54847,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54848,Manuscript,Patrick Hayas,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54848,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54849,Manuscript,John Craig,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54849,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54850,Manuscript,John Craig,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54850,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54851,Manuscript,John Farmer,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54851,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54852,Manuscript,John Farmer,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54852,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54853,Manuscript,William Scully,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54853,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54854,Manuscript,William Scully,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54854,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54855,Manuscript,Daniel Bucaning,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54855,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54856,Manuscript,Daniel Bucaning,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54856,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54857,Manuscript,William Miller,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54857,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54858,Manuscript,William Miller,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54858,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54859,Manuscript,John Kennedy,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54859,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54860,Manuscript,John Kennedy,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54860,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54861,Manuscript,C. J. Boyce,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54861,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54862,Manuscript,C. J. Boyce,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54862,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54863,Manuscript,Morris Danohua,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54863,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54864,Manuscript,Morris Danohua,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54864,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54865,Manuscript,Aianan Thomson,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54865,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54866,Manuscript,Aianan Thomson,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54866,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54867,Manuscript,Edward Shipley,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54867,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54868,Manuscript,Edward Shipley,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54868,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54869,Manuscript,Henry Vehrkens,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54869,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54870,Manuscript,Henry Vehrkens,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54870,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54871,Manuscript,James Chancellor,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54871,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54872,Manuscript,James Chancellor,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54872,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54873,Manuscript,Charles Dawes,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54873,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54874,Manuscript,Charles Dawes,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54874,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54875,Manuscript,Dr. C. D. Hottenstein,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54875,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54876,Manuscript,Dr. C. D. Hottenstein,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54876,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54877,Manuscript,Joseph Brocksbank,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54877,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54878,Manuscript,Joseph Brocksbank,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54878,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54879,Manuscript,Thomas Jurd,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54879,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54880,Manuscript,Thomas Jurd,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54880,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54881,Manuscript,Michael Lindsay,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54881,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54882,Manuscript,Michael Lindsay,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54882,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54883,Manuscript,Mrs. Laura Noyes,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54883,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54884,Manuscript,Mrs. Laura Noyes,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54884,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54885,Manuscript,"Jacob Low, Sheriff of Columbia County",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54885,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54886,Manuscript,"Jacob Low, Sheriff of Columbia County",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54886,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54887,Manuscript,Mrs. Ghrahame,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54887,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54888,Manuscript,Mrs. Ghrahame,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54888,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54889,Manuscript,John Kain,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54889,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54890,Manuscript,John Kain,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54890,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54891,Manuscript,Henry Kingsbury,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54891,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54892,Manuscript,Henry Kingsbury,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54892,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54893,Manuscript,William Sloan,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54893,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54894,Manuscript,William Sloan,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54894,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54895,Manuscript,Thomas Parr,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54895,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54896,Manuscript,Thomas Parr,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54896,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54897,Manuscript,Charles Skinner,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54897,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54898,Manuscript,Charles Skinner,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54898,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54899,Manuscript,William Smith,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54899,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54900,Manuscript,William Smith,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54900,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54901,Manuscript,Henry Meriton,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54901,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54902,Manuscript,Henry Meriton,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54902,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54903,Manuscript,M. R. Kugan,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54903,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54904,Manuscript,M. R. Kugan,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54904,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54905,Manuscript,Andrew McAllister,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54905,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54906,Manuscript,Andrew McAllister,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/54906,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1831, 1851",1831-1851,Quarter Master's Department,English,
